IDN4,obec,populace,centroid-lat,centroid-lon,obec_code,víťaz,Danko,Dubovský,Forró,Harabin,Korčok,Kotleba,Kubiš,Matovič,Náhlik,Pellegrini,Švec
506567,Trenčianska Turná,3563,48.8293589,18.029541,506567.0,Korčok,0.11,0.54,0.0,10.02,48.84,0.54,4.58,1.56,0.27,33.44,0.11
506583,Trenčianske Bohuslavice,968,48.7964877,17.8595998,506583.0,Pellegrini,0.0,0.68,0.0,12.84,38.96,0.23,1.8,1.8,0.0,43.69,0.0
506591,Trenčianske Jastrabie,1252,48.7948121,18.0881356,506591.0,Pellegrini,0.28,0.98,0.0,13.53,37.52,0.7,2.93,2.65,0.0,41.14,0.28
506605,Trenčianske Mitice,787,48.8197107,18.1170394,506605.0,Korčok,0.0,1.69,0.0,9.9,42.75,0.0,2.66,2.42,0.0,40.34,0.24
506613,Trenčianske Teplice,3980,48.9070049,18.1611663,506613.0,Korčok,0.0,0.91,0.0,12.26,45.11,0.33,2.48,2.77,0.0,36.0,0.14
506630,Vaďovce,713,48.7481588,17.7268793,506630.0,Pellegrini,0.3,0.0,0.0,19.64,34.14,0.3,2.42,0.91,0.0,42.3,0.0
506648,Veľká Hradná,771,48.7770092,18.1162167,506648.0,Korčok,0.0,1.55,0.0,9.28,50.0,0.26,3.35,1.29,0.0,34.28,0.0
506656,Veľké Bierovce,708,48.8519896,17.9757117,506656.0,Korčok,0.0,0.57,0.0,8.5,47.31,1.7,3.12,1.7,0.0,37.11,0.0
506672,Višňové (NM),171,48.7353905,17.7533646,506672.0,Korčok,0.0,0.0,0.0,14.63,40.24,0.0,3.66,0.0,1.22,39.02,1.22
506745,Trnava,63803,48.3807445,17.5869206,506745.0,Korčok,0.04,0.9,0.07,10.51,51.75,0.43,1.85,3.06,0.11,31.21,0.06
506788,Bíňovce,654,48.4982245,17.4949461,506788.0,Pellegrini,0.0,1.88,0.0,12.54,33.86,1.25,1.25,2.51,0.63,46.08,0.0
506796,Bohdanovce nad Trnavou,1465,48.4349448,17.5493803,506796.0,Korčok,0.14,0.43,0.14,10.71,49.29,0.57,2.43,2.43,0.14,33.71,0.0
506800,Bojničky,1421,48.3891336,17.8023375,506800.0,Pellegrini,0.0,0.78,0.0,9.55,40.69,0.16,1.72,1.56,0.0,45.38,0.16
506818,Boleráz,2370,48.4670628,17.493649,506818.0,Korčok,0.09,0.75,0.09,14.93,41.69,0.66,3.47,2.63,0.09,35.49,0.09
506826,Borová,467,48.3870562,17.4354964,506826.0,Korčok,0.0,0.85,0.0,15.81,40.6,0.0,0.0,6.41,0.43,35.9,0.0
506834,Borovce,1080,48.5777758,17.7305547,506834.0,Pellegrini,0.0,2.3,0.0,13.03,37.93,0.38,1.53,1.92,0.19,42.34,0.38
506842,Brestovany,2622,48.3862737,17.6867104,506842.0,Pellegrini,0.09,0.63,0.0,15.3,36.94,0.45,2.42,2.06,0.0,42.04,0.09
506851,Bučany,2386,48.414229,17.6902912,506851.0,Korčok,0.09,0.36,0.09,12.22,43.71,0.09,1.52,2.94,0.09,38.89,0.0
506869,Buková,642,48.5371163,17.3943905,506869.0,Pellegrini,0.28,0.56,0.28,16.2,32.12,0.0,1.4,3.35,0.28,45.53,0.0
506877,Cífer,4500,48.3184127,17.4981273,506877.0,Korčok,0.12,0.75,0.0,10.03,50.25,0.66,2.32,2.03,0.17,33.62,0.04
506885,Červeník,1685,48.4636453,17.7603195,506885.0,Korčok,0.12,1.56,0.0,10.31,41.73,1.2,2.64,2.16,0.0,40.17,0.12
506893,Dechtice,1790,48.550077,17.574542,506893.0,Pellegrini,0.1,2.6,0.0,17.05,32.54,0.62,1.25,2.08,0.1,43.56,0.1
506915,Dobrá Voda,803,48.6033177,17.5414333,506915.0,Korčok,0.0,1.98,0.0,18.28,36.34,0.88,5.07,2.64,0.22,34.58,0.0
506923,Dolná Krupá,2435,48.4773162,17.5558311,506923.0,Korčok,0.0,0.41,0.0,10.78,43.02,0.24,1.22,3.51,0.24,40.49,0.08
506931,Dolné Dubové,736,48.495129,17.5928738,506931.0,Korčok,0.55,0.28,0.0,12.19,44.32,0.83,2.22,2.22,0.0,37.4,0.0
506940,Dolné Orešany,1359,48.4441692,17.4051518,506940.0,Korčok,0.0,1.28,0.0,15.38,41.03,1.85,2.99,3.42,0.28,33.62,0.14
506958,Dolné Otrokovce,386,48.4669824,17.9129675,506958.0,Pellegrini,0.0,0.0,0.0,19.55,34.08,0.56,3.91,4.47,0.0,37.43,0.0
506966,Dolné Trhovište,610,48.442555,17.9055294,506966.0,Pellegrini,0.35,0.71,0.0,13.43,25.44,1.06,1.77,0.71,0.71,55.83,0.0
506982,Dolný Lopašov,996,48.5845136,17.6395837,506982.0,Pellegrini,0.0,1.4,0.0,11.86,37.67,0.47,1.4,2.09,0.47,44.42,0.23
506991,Drahovce,2592,48.5285974,17.790243,506991.0,Pellegrini,0.09,0.71,0.0,17.44,38.26,0.8,1.42,1.69,0.18,39.41,0.0
507008,Dubovany,1066,48.532737,17.7187333,507008.0,Pellegrini,0.0,0.61,0.2,18.22,33.0,1.01,1.62,3.24,0.0,42.11,0.0
507024,Dvorníky,2026,48.355321,17.7855758,507024.0,Pellegrini,0.13,0.77,0.13,17.98,32.27,0.89,1.66,1.91,0.13,44.01,0.13
507032,Hlohovec,20556,48.424722,17.8017625,507032.0,Pellegrini,0.11,0.67,0.03,13.11,40.36,0.37,1.67,2.32,0.19,41.09,0.08
507041,Horná Krupá,488,48.5205255,17.5197334,507041.0,Korčok,0.0,0.0,0.0,13.28,46.48,0.39,3.52,0.78,0.0,35.55,0.0
507059,Horné Dubové,369,48.5176794,17.5606112,507059.0,Pellegrini,0.0,1.05,0.0,13.61,30.37,0.0,2.62,6.28,0.0,46.07,0.0
507067,Horné Orešany,1934,48.4630044,17.4077948,507067.0,Korčok,0.0,0.41,0.1,12.65,46.09,0.82,2.88,2.67,0.31,34.05,0.0
507075,Horné Otrokovce,869,48.4905324,17.8794277,507075.0,Pellegrini,0.23,0.23,0.0,13.7,26.94,0.68,0.46,2.05,0.23,55.48,0.0
507121,Chtelnica,2572,48.5767014,17.605644,507121.0,Pellegrini,0.0,1.09,0.0,9.55,28.42,0.93,2.64,2.33,0.08,54.97,0.0
507130,Jalšové,487,48.5041398,17.8386524,507130.0,Pellegrini,0.93,0.47,0.0,13.95,26.98,1.4,0.47,1.86,0.93,53.02,0.0
507156,Jaslovské Bohunice,2337,48.4761706,17.6443123,507156.0,Korčok,0.17,0.43,0.0,13.51,42.34,0.26,2.32,3.44,0.17,37.09,0.26
507164,Kátlovce,1133,48.5203651,17.610995,507164.0,Pellegrini,0.0,1.64,0.0,14.47,32.4,0.49,2.8,3.62,0.0,44.57,0.0
507172,Kľačany,1127,48.3891721,17.8703656,507172.0,Korčok,0.0,0.77,0.0,15.93,39.16,1.15,1.15,2.11,0.19,38.96,0.58
507199,Kočín-Lančár,519,48.6076521,17.6428899,507199.0,Pellegrini,0.0,1.15,0.0,15.27,20.99,0.76,4.58,1.15,0.38,55.73,0.0
507202,Koplotovce,785,48.4847468,17.8147774,507202.0,Korčok,0.0,0.24,0.0,15.14,42.79,0.24,0.96,3.61,0.24,36.78,0.0
507211,Košolná,824,48.429126,17.4608257,507211.0,Korčok,0.0,0.0,0.0,12.93,52.77,0.53,1.85,2.9,0.53,28.5,0.0
507229,Krakovany,1467,48.615959,17.7503366,507229.0,Korčok,0.0,1.12,0.0,10.49,53.15,0.14,2.38,2.94,0.0,29.65,0.14
507253,Leopoldov,3973,48.4440728,17.7699339,507253.0,Pellegrini,0.14,0.6,0.09,13.39,34.89,0.37,1.58,1.67,0.05,47.03,0.19
507288,Madunice,2274,48.48866,17.7833289,507288.0,Pellegrini,0.0,0.54,0.0,13.87,37.03,0.54,1.62,1.98,0.18,44.14,0.09
507296,Majcichov,2163,48.2874835,17.6167894,507296.0,Korčok,0.0,0.8,0.1,11.09,45.55,0.3,1.7,2.1,0.1,38.26,0.0
507300,Ivachnová,680,49.0871918,19.4076266,507300.0,Korčok,0.0,1.19,0.0,15.13,44.81,0.59,3.86,0.3,0.0,34.12,0.0
507318,Malženice,1560,48.4461979,17.6642896,507318.0,Pellegrini,0.28,1.26,0.0,17.7,35.39,0.28,1.4,2.67,0.7,40.31,0.0
507326,Merašice,426,48.4650752,17.9428208,507326.0,Pellegrini,0.0,0.0,0.0,16.75,25.13,1.57,0.52,5.24,0.0,50.79,0.0
507342,Moravany nad Váhom,2440,48.5992309,17.8766884,507342.0,Korčok,0.0,0.42,0.17,10.84,47.67,0.42,1.95,2.46,0.17,35.73,0.17
507351,Naháč,394,48.5566015,17.5157043,507351.0,Pellegrini,0.45,0.9,0.9,12.11,39.01,0.0,1.35,0.9,0.0,44.39,0.0
507369,Nižná (PN),545,48.5274749,17.6558481,507369.0,Korčok,0.0,1.66,0.0,15.77,41.08,0.0,0.83,3.73,0.0,36.51,0.41
507385,Ostrov (PN),1204,48.6355159,17.7594099,507385.0,Korčok,0.0,0.9,0.0,12.27,53.97,0.18,1.62,1.99,0.0,29.06,0.0
507393,Konská (LM),223,49.1381637,19.7246885,507393.0,Pellegrini,0.0,0.83,0.83,11.57,22.31,0.0,4.96,0.83,0.83,57.02,0.83
507407,Turík,279,49.1180085,19.3723312,507407.0,Korčok,0.0,0.68,0.0,14.19,41.89,0.0,0.0,1.35,0.0,41.89,0.0
507415,Pastuchov,976,48.4186888,17.8859418,507415.0,Pellegrini,0.0,0.59,0.0,15.84,35.78,0.29,0.29,2.05,0.88,44.28,0.0
507431,Pečeňady,565,48.4859541,17.7185877,507431.0,Pellegrini,0.0,0.76,1.14,12.55,31.18,0.76,2.66,3.42,0.0,47.53,0.0
507440,Piešťany,27681,48.592697,17.8123528,507440.0,Korčok,0.07,0.68,0.1,10.61,51.98,0.39,2.24,2.07,0.15,31.66,0.05
507466,Prašník,812,48.6487019,17.6636079,507466.0,Pellegrini,0.52,0.77,0.0,15.72,27.84,0.52,3.09,3.09,0.0,48.45,0.0
507482,Rakovice,620,48.5677672,17.7206383,507482.0,Pellegrini,0.0,2.15,0.0,12.54,36.2,0.0,1.79,1.79,0.36,45.16,0.0
507491,Ratnovce,1079,48.5549245,17.8496487,507491.0,Korčok,0.47,0.7,0.0,13.35,42.62,0.0,1.64,3.28,0.23,37.47,0.23
507512,Ružindol,1659,48.3655149,17.4852241,507512.0,Korčok,0.11,0.56,0.11,13.08,48.93,0.0,1.69,4.17,0.0,31.12,0.23
507521,Sasinkovo,842,48.3661368,17.8458165,507521.0,Pellegrini,0.0,0.55,0.0,16.57,25.69,0.28,0.83,2.76,0.55,52.76,0.0
507539,Siladice,673,48.3607658,17.7302697,507539.0,Korčok,0.0,0.0,0.0,10.19,46.91,0.62,0.62,1.85,0.0,39.81,0.0
507555,Smolenice,3248,48.5055646,17.4251046,507555.0,Korčok,0.12,0.37,0.18,8.85,50.0,0.24,2.63,2.44,0.24,34.86,0.06
507563,Sokolovce,1368,48.532528,17.8412615,507563.0,Pellegrini,0.0,0.17,0.0,15.36,29.69,0.51,1.88,3.24,0.34,48.63,0.17
507571,Suchá nad Parnou,2202,48.4129901,17.4831316,507571.0,Korčok,0.0,0.98,0.18,11.89,48.61,0.36,2.5,2.14,0.0,33.15,0.18
507601,Špačince,3110,48.442383,17.6049451,507601.0,Korčok,0.06,0.54,0.0,10.76,48.74,0.42,2.4,3.49,0.12,33.41,0.06
507636,Šúrovce,2277,48.3333656,17.7143992,507636.0,Pellegrini,0.29,1.43,0.19,14.64,36.5,0.19,1.9,2.19,0.19,42.49,0.0
507661,Trakovice,1581,48.4396163,17.7135202,507661.0,Korčok,0.27,1.2,0.0,11.16,42.9,0.0,1.99,3.98,0.13,38.25,0.13
507679,Trebatice,1340,48.5945353,17.7448943,507679.0,Korčok,0.32,0.96,0.0,11.64,44.18,0.48,1.12,1.59,0.32,38.76,0.64
507687,Trstín,1405,48.541147,17.4708726,507687.0,Korčok,0.16,0.16,0.16,13.91,43.91,0.62,1.72,5.31,0.0,34.06,0.0
507709,Veľké Kostoľany,2798,48.5094621,17.7140408,507709.0,Pellegrini,0.08,0.49,0.0,14.91,38.96,0.81,1.63,2.93,0.16,39.93,0.08
507725,Veselé,1224,48.5539507,17.7235195,507725.0,Korčok,0.18,0.53,0.18,14.06,41.12,0.88,2.28,1.93,0.35,38.49,0.0
507741,Voderady,1609,48.2820344,17.5646675,507741.0,Korčok,0.0,0.38,0.13,13.45,47.46,0.13,2.41,2.03,0.13,33.88,0.0
507750,Vrbové,5739,48.6178087,17.7078259,507750.0,Korčok,0.04,0.87,0.0,13.31,45.63,0.84,1.79,1.75,0.11,35.63,0.04
507768,Zavar,2383,48.3565553,17.657858,507768.0,Korčok,0.1,0.89,0.1,12.18,44.36,0.59,1.39,2.67,0.1,37.62,0.0
507776,Zeleneč,2632,48.3173754,17.5837784,507776.0,Korčok,0.0,0.16,0.0,10.79,46.54,0.81,0.89,3.06,0.4,37.36,0.0
507792,Žlkovce,663,48.4603218,17.7126654,507792.0,Pellegrini,0.32,1.29,0.0,13.5,37.3,0.32,1.29,2.25,0.0,43.73,0.0
507806,Báhoň,1879,48.3059223,17.4308531,507806.0,Korčok,0.0,1.76,0.0,9.37,53.63,0.23,1.76,2.11,0.35,30.8,0.0
507814,Bernolákovo,8801,48.2020148,17.3093792,507814.0,Korčok,0.04,1.26,0.26,8.16,63.21,0.3,2.11,1.73,0.13,22.72,0.09
507822,Blatné,1828,48.2722204,17.4116362,507822.0,Korčok,0.0,1.27,0.0,9.03,48.84,0.69,1.5,1.85,0.0,36.81,0.0
507831,Borinka,860,48.267981,16.9551162,507831.0,Korčok,0.0,0.82,0.21,12.32,62.22,0.41,1.85,0.82,0.21,20.94,0.21
507849,Budmerice,2506,48.362225,17.4011772,507849.0,Korčok,0.08,0.75,0.42,12.87,46.28,0.25,1.34,3.09,0.5,34.09,0.33
507857,Častá,2363,48.4090085,17.3207239,507857.0,Korčok,0.33,0.75,0.08,11.87,48.16,0.42,2.59,1.59,0.17,33.86,0.17
507865,Čataj,1205,48.2659706,17.4791473,507865.0,Korčok,0.15,0.31,0.31,11.5,45.71,0.15,1.38,2.61,0.0,37.88,0.0
507873,Doľany (PK),1066,48.4294081,17.3549411,507873.0,Korčok,0.0,1.77,0.0,9.72,47.88,1.24,1.77,2.83,0.0,34.81,0.0
507881,Dubová (PK),1142,48.3790628,17.3170066,507881.0,Korčok,0.17,0.52,0.0,14.43,44.16,0.69,2.06,2.06,0.0,35.4,0.52
507890,Gajary,3163,48.4593023,16.9151619,507890.0,Pellegrini,0.25,0.34,0.0,15.81,33.9,1.01,1.1,1.86,0.34,45.31,0.08
507903,Hamuliakovo - Gútor,2568,48.0375135,17.2530709,507903.0,Korčok,0.0,0.82,5.79,8.46,59.27,0.15,2.15,1.41,0.07,21.88,0.0
507911,Chorvátsky Grob,6830,48.2259768,17.2664835,507911.0,Korčok,0.0,0.5,0.21,6.38,70.38,0.21,1.91,0.82,0.08,19.45,0.05
507938,Ivanka pri Dunaji,6971,48.187927,17.2537225,507938.0,Korčok,0.03,1.21,0.2,8.08,61.01,0.17,2.19,1.26,0.08,25.78,0.0
507946,Jablonec,1004,48.3395334,17.4529314,507946.0,Korčok,0.0,0.42,0.0,12.05,43.34,1.06,1.69,3.81,0.42,37.21,0.0
507954,Jablonové (MA),1385,48.3481631,17.0927737,507954.0,Korčok,0.0,0.0,0.0,10.15,53.69,0.31,1.38,1.54,0.0,32.62,0.31
507962,Jakubov,1736,48.410521,16.9287833,507962.0,Korčok,0.13,0.38,0.13,11.56,43.72,0.75,2.14,2.89,0.13,38.19,0.0
507989,Svätý Jur,5941,48.2494893,17.201747,507989.0,Korčok,0.07,0.58,0.17,10.54,57.61,0.62,2.02,1.27,0.1,26.96,0.07
507997,Kalinkovo,1467,48.056784,17.2336991,507997.0,Korčok,0.0,0.52,2.33,9.06,56.53,0.52,1.16,2.07,0.26,27.55,0.0
508012,Kostolište,1768,48.4463672,16.9826165,508012.0,Korčok,0.0,0.49,0.1,11.41,55.56,0.39,2.26,0.79,0.2,28.81,0.0
508021,Kuchyňa,1769,48.4051834,17.1808259,508021.0,Korčok,0.0,1.23,0.12,11.45,42.98,0.49,2.83,3.08,0.37,37.32,0.12
508039,Láb,2048,48.3604369,16.9560573,508039.0,Korčok,0.0,0.54,0.36,13.68,52.99,0.27,1.81,1.99,0.0,28.26,0.09
508047,Limbach,2287,48.2989337,17.193567,508047.0,Korčok,0.0,0.67,0.25,7.16,62.95,0.5,4.08,0.83,0.17,23.31,0.08
508055,Lozorno,3142,48.3192047,17.0735186,508055.0,Korčok,0.07,0.51,0.07,7.65,60.57,0.22,2.7,1.53,0.0,26.6,0.07
508063,Malacky,18935,48.4380616,17.0218511,508063.0,Korčok,0.07,0.51,0.17,11.05,48.81,0.5,2.13,1.79,0.18,34.73,0.05
508071,Malinovo,3887,48.1249696,17.3231843,508071.0,Korčok,0.1,0.79,5.4,6.3,65.27,0.1,2.1,1.15,0.1,18.52,0.16
508080,Marianka,2284,48.2469328,17.0644173,508080.0,Korčok,0.0,0.96,0.0,6.87,69.09,0.16,3.27,0.8,0.0,18.85,0.0
508098,Miloslavov,4000,48.0930084,17.3149975,508098.0,Korčok,0.03,0.65,0.03,7.59,69.59,0.19,1.91,1.62,0.03,18.24,0.1
508101,Modra,9346,48.3501181,17.2999968,508101.0,Korčok,0.04,0.79,0.09,9.34,57.17,0.38,2.31,1.71,0.09,27.82,0.26
508110,Most pri Bratislave,3913,48.1436743,17.2693213,508110.0,Korčok,0.19,0.71,0.14,10.61,58.05,0.52,2.51,2.18,0.05,24.95,0.09
508136,Nová Dedinka,3150,48.1842686,17.3601181,508136.0,Korčok,0.0,0.73,3.52,7.7,63.61,0.18,2.55,1.33,0.0,20.25,0.12
508161,Pernek,895,48.3665431,17.153087,508161.0,Pellegrini,0.23,0.46,0.7,14.85,38.75,0.7,1.16,2.78,0.23,39.68,0.46
508179,Pezinok,24900,48.3153478,17.2395473,508179.0,Korčok,0.06,0.8,0.07,9.55,59.54,0.34,2.27,1.55,0.11,25.65,0.06
508187,Píla (PK),347,48.3924131,17.3269075,508187.0,Korčok,0.0,0.0,0.0,18.81,43.56,0.5,1.98,0.99,0.0,34.16,0.0
508195,Plavecký Štvrtok,2513,48.3748074,16.9100345,508195.0,Korčok,0.11,0.43,0.0,10.55,51.28,0.43,2.67,2.13,0.0,31.98,0.43
508209,Rovinka,5136,48.0979525,17.2390918,508209.0,Korčok,0.0,0.69,0.48,6.94,64.35,0.31,2.52,1.0,0.17,23.36,0.17
508217,Senec,20116,48.2349399,17.3885591,508217.0,Korčok,0.01,0.59,3.99,8.92,58.87,0.29,2.02,1.92,0.07,23.29,0.03
508225,Slovenský Grob,5202,48.2486462,17.291233,508225.0,Korčok,0.11,0.46,0.18,8.47,55.91,0.39,2.74,1.6,0.21,29.79,0.14
508233,Stupava,12595,48.2803217,17.0283198,508233.0,Korčok,0.07,0.82,0.03,9.07,63.16,0.37,2.31,1.57,0.1,22.49,0.02
508241,Suchohrad,673,48.404883,16.8797267,508241.0,Pellegrini,0.33,0.65,0.0,13.68,31.6,0.98,2.93,3.26,0.0,46.58,0.0
508250,Šenkvice,5260,48.2901967,17.3503156,508250.0,Korčok,0.08,2.95,0.04,13.29,46.56,0.53,1.85,0.68,0.08,33.84,0.11
508268,Štefanová,388,48.3873692,17.4076537,508268.0,Korčok,0.52,0.52,0.0,16.15,46.35,1.56,2.6,2.08,0.0,30.21,0.0
508276,Tomášov - Fél,2715,48.144871,17.3401662,508276.0,Korčok,0.0,0.15,14.62,7.46,50.19,0.46,1.83,1.75,0.08,23.46,0.0
508284,Tureň - Zonctorony,1214,48.1843403,17.3880944,508284.0,Korčok,0.17,0.34,19.62,5.16,48.36,0.69,0.86,2.58,0.0,22.03,0.17
508292,Veľký Biel,2975,48.2257061,17.3470266,508292.0,Korčok,0.0,0.75,5.71,7.66,58.56,0.23,2.33,2.18,0.08,22.45,0.08
508306,Viničné,2687,48.266226,17.3086103,508306.0,Korčok,0.07,1.25,0.07,8.07,61.63,0.37,1.98,1.47,0.07,24.94,0.07
508314,Vinosady,1473,48.3170402,17.2875616,508314.0,Korčok,0.0,0.37,0.12,12.8,52.92,0.25,1.37,1.49,0.0,30.68,0.0
508322,Vištuk,1392,48.3284388,17.3902067,508322.0,Korčok,0.17,0.33,0.17,13.46,49.83,0.83,1.5,2.49,0.0,31.23,0.0
508331,Vlky - Vők,415,48.1544939,17.3659065,508331.0,Korčok,0.0,2.17,25.54,7.07,44.02,0.0,1.09,3.8,0.54,15.22,0.54
508349,Vysoká pri Morave,2273,48.3289737,16.9067397,508349.0,Korčok,0.22,0.55,0.11,11.33,45.98,0.44,1.98,1.87,0.11,37.29,0.11
508365,Záhorská Ves,1885,48.3759817,16.8680532,508365.0,Pellegrini,0.17,0.17,0.0,17.52,36.22,1.02,1.02,3.57,0.17,39.97,0.17
508381,Zohor,3448,48.3199077,16.9760103,508381.0,Korčok,0.31,0.73,0.0,8.55,59.46,0.43,1.65,1.59,0.0,27.11,0.18
508438,Banská Bystrica,76018,48.7360873,19.1274405,508438.0,Korčok,0.03,0.57,0.05,8.49,50.05,0.82,2.59,1.07,0.07,36.25,0.03
508446,Bacúch,897,48.84217,19.7984486,508446.0,Pellegrini,0.0,0.26,0.0,15.04,21.64,1.06,3.43,1.32,0.26,56.99,0.0
508454,Badín,2028,48.6751978,19.0882895,508454.0,Korčok,0.09,0.85,0.19,9.78,45.87,0.85,2.09,2.85,0.0,37.42,0.0
508462,Beňuš,1152,48.833946,19.7232317,508462.0,Pellegrini,0.0,1.26,0.21,11.53,37.11,0.84,1.89,0.84,0.0,46.12,0.21
508471,Baláže,221,48.8282865,19.1919171,508471.0,Pellegrini,0.0,0.0,0.0,13.49,28.57,0.0,5.56,0.0,0.79,51.59,0.0
508489,Braväcovo,680,48.854692,19.7487141,508489.0,Pellegrini,0.0,0.33,0.0,10.6,31.13,0.33,3.64,0.99,0.0,52.98,0.0
508497,Brezno,20061,48.8193168,19.6789864,508497.0,Pellegrini,0.03,0.38,0.06,10.27,37.76,0.47,2.87,1.34,0.14,46.55,0.13
508519,Čerín,450,48.6659537,19.2521936,508519.0,Pellegrini,0.0,0.38,0.0,13.41,29.12,4.6,3.45,0.0,0.0,49.04,0.0
508527,Čierny Balog,5062,48.7138983,19.6849159,508527.0,Pellegrini,0.0,0.72,0.05,11.06,26.29,0.72,2.52,1.49,0.05,56.94,0.15
508535,Dolná Lehota,681,48.8907489,19.5273506,508535.0,Pellegrini,0.0,0.0,0.28,7.84,37.54,0.0,0.28,0.84,0.0,53.22,0.0
508543,Dolná Mičiná,439,48.6723435,19.2129129,508543.0,Korčok,0.0,0.0,0.0,11.02,43.7,1.57,0.79,0.39,0.39,42.13,0.0
508551,Dolný Harmanec,261,48.8305873,19.0365374,508551.0,Pellegrini,0.0,0.0,0.0,8.53,30.23,0.78,2.33,1.55,0.0,56.59,0.0
508560,Donovaly,249,48.873566,19.2321317,508560.0,Korčok,0.0,0.21,0.83,8.32,57.59,0.21,3.95,0.42,0.0,28.07,0.42
508578,Drábsko,176,48.6580776,19.6688864,508578.0,Pellegrini,1.43,0.0,0.0,7.14,28.57,0.0,2.86,1.43,0.0,58.57,0.0
508586,Dúbravica,418,48.6777605,19.2934808,508586.0,Pellegrini,0.0,0.0,0.0,14.12,28.81,1.69,1.69,0.0,0.0,53.67,0.0
508594,Harmanec,848,48.7862936,19.0670455,508594.0,Pellegrini,0.0,0.63,0.0,14.11,20.06,0.63,0.31,1.88,0.63,61.76,0.0
508608,Heľpa,2471,48.8603503,19.9671812,508608.0,Pellegrini,0.19,0.47,0.0,8.61,22.28,0.84,2.34,1.31,0.0,63.95,0.0
508616,Hiadeľ,512,48.830951,19.3116556,508616.0,Pellegrini,0.0,0.0,0.0,11.11,24.79,0.43,1.28,0.43,0.0,61.97,0.0
508624,Horná Lehota (BR),598,48.8774724,19.5754439,508624.0,Pellegrini,0.0,0.0,0.4,8.84,34.54,0.4,1.61,2.41,0.0,51.81,0.0
508632,Horná Mičiná,641,48.7003872,19.1972227,508632.0,Korčok,0.0,0.89,0.0,6.21,47.63,0.59,3.55,2.07,0.0,39.05,0.0
508641,Horné Pršany,398,48.6992319,19.070948,508641.0,Pellegrini,0.0,0.99,0.0,14.78,36.95,0.49,1.48,0.0,0.49,44.83,0.0
508659,Hrochoť,1452,48.662561,19.3714726,508659.0,Pellegrini,0.0,0.36,0.0,11.98,26.5,1.09,0.36,0.54,0.0,59.17,0.0
508667,Hronec,1146,48.7461888,19.5362405,508667.0,Pellegrini,0.0,0.21,0.21,11.37,30.74,1.05,2.95,0.63,0.0,52.84,0.0
508675,Brusno,2153,48.821421,19.3717672,508675.0,Pellegrini,0.0,0.0,0.09,10.81,33.15,0.64,2.54,1.54,0.27,50.95,0.0
508691,Jarabá,39,48.894012,19.7078658,508691.0,Pellegrini,0.0,0.0,0.0,10.0,32.5,0.0,5.0,0.0,0.0,52.5,0.0
508705,Jasenie,1138,48.8903586,19.4397496,508705.0,Pellegrini,0.0,0.0,0.38,13.22,25.67,2.49,1.53,0.96,0.19,55.36,0.19
508713,Kordíky,477,48.7729606,19.028775,508713.0,Korčok,0.0,1.4,0.0,6.99,52.8,0.7,2.1,0.0,0.0,36.01,0.0
508721,Králiky,693,48.7340913,19.0291964,508721.0,Pellegrini,0.0,0.0,0.0,6.89,40.05,0.51,2.55,1.79,0.0,48.21,0.0
508730,Lom nad Rimavicou,228,48.6409023,19.6869648,508730.0,Pellegrini,0.72,0.72,0.0,6.52,26.81,2.9,1.45,5.8,0.0,55.07,0.0
508748,Ľubietová,1233,48.7342596,19.4224796,508748.0,Pellegrini,0.16,0.48,0.32,14.72,35.84,0.48,2.08,1.44,0.0,44.16,0.32
508756,Lučatín,671,48.7791115,19.3242089,508756.0,Korčok,0.27,2.97,0.27,8.38,43.51,0.54,4.59,0.54,0.0,38.65,0.27
508764,Medzibrod,1382,48.802448,19.3463152,508764.0,Pellegrini,0.0,0.28,0.0,10.11,35.04,1.11,4.71,0.83,0.14,47.78,0.0
508772,Michalová,1291,48.7823519,19.7941193,508772.0,Pellegrini,0.0,0.78,0.0,12.79,31.01,1.36,2.52,1.55,0.0,49.81,0.19
508781,Môlča,412,48.7132921,19.2304306,508781.0,Pellegrini,0.68,0.68,0.0,8.9,41.78,0.68,3.42,0.0,0.0,43.84,0.0
508799,Moštenica,233,48.833776,19.2791752,508799.0,Pellegrini,0.0,0.0,0.0,20.98,24.48,2.1,3.5,0.0,0.0,48.95,0.0
508802,Motyčky,105,48.8626819,19.1840856,508802.0,Pellegrini,2.94,0.0,0.0,13.24,23.53,0.0,1.47,1.47,0.0,57.35,0.0
508811,Mýto pod Ďumbierom,525,48.8530377,19.6328108,508811.0,Korčok,0.0,1.29,0.96,7.4,50.16,0.32,3.86,0.64,0.0,35.37,0.0
508829,Nemecká,1730,48.8049044,19.4320746,508829.0,Pellegrini,0.0,0.39,0.0,11.91,28.8,0.65,2.88,0.52,0.0,54.58,0.26
508837,Oravce,177,48.6919792,19.2601916,508837.0,Pellegrini,0.0,0.0,0.0,7.07,26.26,0.0,2.02,2.02,0.0,62.63,0.0
508845,Osrblie,357,48.7492846,19.5129659,508845.0,Pellegrini,0.49,0.0,0.0,7.32,27.32,0.0,0.0,2.44,0.0,61.95,0.49
508853,Podbrezová,3622,48.8042223,19.5159938,508853.0,Pellegrini,0.07,0.13,0.13,16.35,26.24,0.86,2.57,1.19,0.0,52.41,0.07
508861,Podkonice,914,48.8199943,19.2479716,508861.0,Pellegrini,0.0,0.23,0.0,8.39,43.08,0.45,1.36,1.13,0.0,45.35,0.0
